Comunidad;Codigo Provincia;Provincia;Municipio;Votos;blancos;nulos;P.P.;P.S.O.E.;I.U.;CiU;UPyD
Aragón                        ;22;Huesca                        ;Castejón de Monegros                                                                                ;461;6;12;138;171;0;0;0
Aragón                        ;22;Huesca                        ;Castejón de Sos                                                                                     ;414;17;9;0;194;0;0;0
Aragón                        ;22;Huesca                        ;Castelflorite                                                                                       ;99;0;1;30;69;0;0;0
Aragón                        ;22;Huesca                        ;Castiello de Jaca                                                                                   ;154;2;1;38;102;0;0;0
Aragón                        ;22;Huesca                        ;Castigaleu                                                                                          ;53;1;5;30;7;0;0;0
Aragón                        ;22;Huesca                        ;Castillazuelo                                                                                       ;116;7;7;26;76;0;0;0
Aragón                        ;22;Huesca                        ;Castillonroy                                                                                        ;284;3;3;107;59;0;0;0
Aragón                        ;22;Huesca                        ;Colungo                                                                                             ;99;2;1;23;46;0;0;0
Aragón                        ;22;Huesca                        ;Chalamera                                                                                           ;86;1;4;36;40;0;0;0
Aragón                        ;22;Huesca                        ;Chía                                                                                                ;77;0;0;48;25;0;0;0
Aragón                        ;22;Huesca                        ;Chimillas                                                                                           ;229;8;8;93;71;0;0;0
Aragón                        ;22;Huesca                        ;Esplús                                                                                              ;439;13;4;161;265;0;0;0
Aragón                        ;22;Huesca                        ;Estada                                                                                              ;164;1;2;70;43;0;0;0
Aragón                        ;22;Huesca                        ;Estadilla                                                                                           ;579;12;2;129;263;135;0;0
Aragón                        ;22;Huesca                        ;Estopiñán del Castillo                                                                              ;122;0;1;66;36;0;0;0
Aragón                        ;22;Huesca                        ;Fago                                                                                                ;17;0;1;0;0;0;0;0
Aragón                        ;22;Huesca                        ;Fanlo                                                                                               ;130;0;1;55;27;0;0;0
Aragón                        ;22;Huesca                        ;Fiscal                                                                                              ;237;1;1;77;125;22;0;0
Aragón                        ;22;Huesca                        ;Fonz                                                                                                ;664;11;6;181;213;0;0;0
Aragón                        ;22;Huesca                        ;Foradada del Toscar                                                                                 ;171;0;0;3;46;0;0;0
Aragón                        ;22;Huesca                        ;Fraga                                                                                               ;6.244;263;91;2.446;2.331;129;0;0
Aragón                        ;22;Huesca                        ;Fueva (La)                                                                                          ;397;17;3;111;258;0;0;0
Aragón                        ;22;Huesca                        ;Gistaín                                                                                             ;118;3;2;0;30;0;0;0
Aragón                        ;22;Huesca                        ;Grado (El)                                                                                          ;346;5;3;176;116;0;0;0
Aragón                        ;22;Huesca                        ;Grañén                                                                                              ;1.137;20;17;466;435;0;0;0
Aragón                        ;22;Huesca                        ;Graus                                                                                               ;1.961;50;20;739;626;0;0;0
Aragón                        ;22;Huesca                        ;Gurrea de Gállego                                                                                   ;1.097;19;13;432;285;44;0;0
Aragón                        ;22;Huesca                        ;Hoz de Jaca                                                                                         ;59;2;0;0;11;0;0;0
Aragón                        ;22;Huesca                        ;Huerto                                                                                              ;183;6;7;42;83;0;0;0
Aragón                        ;22;Huesca                        ;Huesca                                                                                              ;24.075;809;407;9.164;7.583;1.558;0;564
Aragón                        ;22;Huesca                        ;Ibieca                                                                                              ;82;0;4;59;3;0;0;0
Aragón                        ;22;Huesca                        ;Igriés                                                                                              ;364;15;11;56;94;0;0;0
Aragón                        ;22;Huesca                        ;Ilche                                                                                               ;184;3;1;95;71;0;0;0
Aragón                        ;22;Huesca                        ;Isábena                                                                                             ;174;4;4;89;44;0;0;0
Aragón                        ;22;Huesca                        ;Jaca                                                                                                ;6.514;178;106;2.493;1.786;294;0;0
Aragón                        ;22;Huesca                        ;Jasa                                                                                                ;89;0;0;47;43;0;0;0
Aragón                        ;22;Huesca                        ;Labuerda                                                                                            ;101;0;7;3;77;0;0;0
Aragón                        ;22;Huesca                        ;Laluenga                                                                                            ;153;4;12;64;70;0;0;0
Aragón                        ;22;Huesca                        ;Lalueza                                                                                             ;683;15;10;188;411;0;0;0
Aragón                        ;22;Huesca                        ;Lanaja                                                                                              ;899;18;6;225;471;0;0;0
Aragón                        ;22;Huesca                        ;Laperdiguera                                                                                        ;75;3;2;40;21;5;0;0
Aragón                        ;22;Huesca                        ;Lascellas-Ponzano                                                                                   ;99;2;2;41;37;0;0;0
Aragón                        ;22;Huesca                        ;Lascuarre                                                                                           ;91;0;4;57;20;0;0;0
Aragón                        ;22;Huesca                        ;Laspaúles                                                                                           ;206;3;0;151;52;0;0;0
Aragón                        ;22;Huesca                        ;Laspuña                                                                                             ;244;3;3;114;83;9;0;0
Aragón                        ;22;Huesca                        ;Loarre                                                                                              ;269;14;4;66;146;0;0;0
Aragón                        ;22;Huesca                        ;Loporzano                                                                                           ;348;9;5;129;87;0;0;0
Aragón                        ;22;Huesca                        ;Loscorrales                                                                                         ;79;3;2;55;10;0;0;0
Aragón                        ;22;Huesca                        ;Monesma y Cajigar                                                                                   ;82;1;0;40;2;0;0;0
Aragón                        ;22;Huesca                        ;Monflorite-Lascasas                                                                                 ;216;8;2;55;119;0;0;0
Aragón                        ;22;Huesca                        ;Montanuy                                                                                            ;225;4;0;0;122;0;0;0
Aragón                        ;22;Huesca                        ;Monzón                                                                                              ;7.846;231;109;2.799;2.328;804;0;0
Aragón                        ;22;Huesca                        ;Naval                                                                                               ;179;3;2;42;40;0;0;0
Aragón                        ;22;Huesca                        ;Novales                                                                                             ;110;9;2;26;48;0;0;0
Aragón                        ;22;Huesca                        ;Nueno                                                                                               ;365;14;4;153;135;0;0;0
Aragón                        ;22;Huesca                        ;Olvena                                                                                              ;41;0;0;12;29;0;0;0
Aragón                        ;22;Huesca                        ;Ontiñena                                                                                            ;482;3;2;292;88;0;0;0
Aragón                        ;22;Huesca                        ;Osso de Cinca                                                                                       ;445;12;3;236;197;0;0;0
Aragón                        ;22;Huesca                        ;Palo                                                                                                ;17;0;0;0;17;0;0;0
Aragón                        ;22;Huesca                        ;Panticosa                                                                                           ;540;10;4;285;201;0;0;0
Aragón                        ;22;Huesca                        ;Peñalba                                                                                             ;528;2;3;335;22;0;0;0
Aragón                        ;22;Huesca                        ;Peñas de Riglos (Las)                                                                               ;183;4;1;30;78;0;0;0
Aragón                        ;22;Huesca                        ;Peralta de Alcofea                                                                                  ;441;9;8;280;152;0;0;0
Aragón                        ;22;Huesca                        ;Peralta de Calasanz                                                                                 ;170;3;4;18;31;0;0;0
Aragón                        ;22;Huesca                        ;Peraltilla                                                                                          ;163;2;3;119;8;0;0;0
Aragón                        ;22;Huesca                        ;Perarrúa                                                                                            ;92;2;1;0;20;0;0;0
Aragón                        ;22;Huesca                        ;Pertusa                                                                                             ;107;0;2;33;31;0;0;0
Aragón                        ;22;Huesca                        ;Piracés                                                                                             ;60;4;2;42;27;0;0;0
Aragón                        ;22;Huesca                        ;Plan                                                                                                ;230;6;9;0;111;0;0;0
Aragón                        ;22;Huesca                        ;Poleñino                                                                                            ;207;1;1;102;96;0;0;0
Aragón                        ;22;Huesca                        ;Pozán de Vero                                                                                       ;175;2;7;64;88;0;0;0
Aragón                        ;22;Huesca                        ;Puebla de Castro (La)                                                                               ;241;5;5;58;89;0;0;0
Aragón                        ;22;Huesca                        ;Puente de Montañana                                                                                 ;89;0;0;22;28;0;0;0
Aragón                        ;22;Huesca                        ;Puértolas                                                                                           ;192;8;2;89;81;0;0;0
Aragón                        ;22;Huesca                        ;Pueyo de Araguás (El)                                                                               ;96;2;2;33;53;0;0;0
Aragón                        ;22;Huesca                        ;Pueyo de Santa Cruz                                                                                 ;279;1;4;142;136;0;0;0
Aragón                        ;22;Huesca                        ;Quicena                                                                                             ;195;9;1;90;23;0;0;0
Aragón                        ;22;Huesca                        ;Robres                                                                                              ;439;15;6;57;113;0;0;0
Aragón                        ;22;Huesca                        ;Sabiñánigo                                                                                          ;4.779;148;83;921;1.683;329;0;0
Aragón                        ;22;Huesca                        ;Sahún                                                                                               ;222;0;5;34;54;0;0;0
Aragón                        ;22;Huesca                        ;Salas Altas                                                                                         ;208;10;1;72;126;0;0;0
Aragón                        ;22;Huesca                        ;Salas Bajas                                                                                         ;134;0;2;65;66;0;0;0
Aragón                        ;22;Huesca                        ;Salillas                                                                                            ;69;2;3;48;10;0;0;0
Aragón                        ;22;Huesca                        ;Sallent de Gállego                                                                                  ;792;33;4;240;204;0;0;0
Aragón                        ;22;Huesca                        ;San Esteban de Litera                                                                               ;378;5;13;50;323;0;0;0
Aragón                        ;22;Huesca                        ;Sangarrén                                                                                           ;179;2;6;112;59;0;0;0
Aragón                        ;22;Huesca                        ;San Juan de Plan                                                                                    ;85;11;4;27;27;0;0;0
Aragón                        ;22;Huesca                        ;Santa Cilia                                                                                         ;151;4;3;4;8;0;0;0
Aragón                        ;22;Huesca                        ;Santa Cruz de la Serós                                                                              ;145;3;1;22;87;0;0;0
Aragón                        ;22;Huesca                        ;Santaliestra y San Quílez                                                                           ;92;1;1;3;34;0;0;0
Aragón                        ;22;Huesca                        ;Sariñena                                                                                            ;2.414;45;25;604;806;140;0;0
Aragón                        ;22;Huesca                        ;Secastilla                                                                                          ;109;4;2;69;21;0;0;0
Aragón                        ;22;Huesca                        ;Seira                                                                                               ;108;2;3;32;38;0;0;0
Aragón                        ;22;Huesca                        ;Sena                                                                                                ;365;3;6;170;192;0;0;0
Aragón                        ;22;Huesca                        ;Senés de Alcubierre                                                                                 ;37;1;0;4;5;0;0;0
Aragón                        ;22;Huesca                        ;Sesa                                                                                                ;151;19;7;62;67;0;0;0
Aragón                        ;22;Huesca                        ;Sesué                                                                                               ;60;3;2;18;34;0;0;0
Aragón                        ;22;Huesca                        ;Siétamo                                                                                             ;427;7;5;225;68;0;0;0
Aragón                        ;22;Huesca                        ;Sopeira                                                                                             ;77;3;3;10;55;0;0;0
Aragón                        ;22;Huesca                        ;Tamarite de Litera                                                                                  ;1.807;55;21;737;781;0;0;0
Aragón                        ;22;Huesca                        ;Tardienta                                                                                           ;654;6;15;76;287;0;0;0
Aragón                        ;22;Huesca                        ;Tella-Sin                                                                                           ;204;0;5;0;80;0;0;0
Aragón                        ;22;Huesca                        ;Tierz                                                                                               ;396;6;3;48;302;30;0;0
Aragón                        ;22;Huesca                        ;Tolva                                                                                               ;101;4;7;10;52;0;0;0
Aragón                        ;22;Huesca                        ;Torla                                                                                               ;262;14;3;140;67;0;0;0
Aragón                        ;22;Huesca                        ;Torralba de Aragón                                                                                  ;76;3;3;42;26;29;0;0
Aragón                        ;22;Huesca                        ;Torre la Ribera                                                                                     ;85;0;0;15;43;0;0;0
Aragón                        ;22;Huesca                        ;Torrente de Cinca                                                                                   ;705;18;7;0;352;0;0;0
Aragón                        ;22;Huesca                        ;Torres de Alcanadre                                                                                 ;94;1;0;44;43;0;0;0
Aragón                        ;22;Huesca                        ;Torres de Barbués                                                                                   ;242;1;1;152;89;0;0;0
Aragón                        ;22;Huesca                        ;Tramaced                                                                                            ;77;1;5;40;30;0;0;0
Aragón                        ;22;Huesca                        ;Valfarta                                                                                            ;53;0;6;6;4;0;0;0
Aragón                        ;22;Huesca                        ;Valle de Bardají                                                                                    ;30;0;3;0;26;0;0;0
Aragón                        ;22;Huesca                        ;Valle de Lierp                                                                                      ;59;1;0;13;34;0;0;0
Aragón                        ;22;Huesca                        ;Velilla de Cinca                                                                                    ;288;1;8;96;72;0;0;0
Aragón                        ;22;Huesca                        ;Veracruz                                                                                            ;81;5;1;22;53;0;0;0
Aragón                        ;22;Huesca                        ;Viacamp y Litera                                                                                    ;33;0;0;1;27;0;0;0
Aragón                        ;22;Huesca                        ;Vicién                                                                                              ;94;4;2;24;57;0;0;0
Aragón                        ;22;Huesca                        ;Villanova                                                                                           ;81;0;4;16;56;0;0;0
Aragón                        ;22;Huesca                        ;Villanúa                                                                                            ;277;4;5;62;203;0;0;0
Aragón                        ;22;Huesca                        ;Villanueva de Sigena                                                                                ;304;32;17;0;68;0;0;0
Aragón                        ;22;Huesca                        ;Yebra de Basa                                                                                       ;100;1;1;13;42;0;0;0
Aragón                        ;22;Huesca                        ;Yésero                                                                                              ;64;0;2;6;39;0;0;0
Aragón                        ;22;Huesca                        ;Zaidín                                                                                              ;928;7;16;309;554;0;0;0
Aragón                        ;22;Huesca                        ;Valle de Hecho                                                                                      ;509;24;17;98;275;0;0;0
Aragón                        ;22;Huesca                        ;Puente la Reina de Jaca                                                                             ;187;2;5;84;33;0;0;0
Aragón                        ;22;Huesca                        ;San Miguel del Cinca                                                                                ;606;14;7;235;357;0;0;0
Aragón                        ;22;Huesca                        ;Sotonera (La)                                                                                       ;654;4;6;167;160;65;0;0
Aragón                        ;22;Huesca                        ;Lupiñén-Ortilla                                                                                     ;266;6;3;0;39;0;0;0
Aragón                        ;22;Huesca                        ;Santa María de Dulcis                                                                               ;163;2;4;22;41;0;0;0
Aragón                        ;22;Huesca                        ;Aínsa-Sobrarbe                                                                                      ;1.216;22;16;394;432;89;0;0
Aragón                        ;22;Huesca                        ;Hoz y Costean                                                                                       ;178;2;9;31;92;0;0;0
Aragón                        ;22;Huesca                        ;Vencillón                                                                                           ;276;11;11;98;167;0;0;0
Aragón                        ;44;Teruel                        ;Ababuj                                                                                              ;54;0;2;28;25;0;0;0
Aragón                        ;44;Teruel                        ;Abejuela                                                                                            ;65;0;0;40;25;0;0;0
Aragón                        ;44;Teruel                        ;Aguatón                                                                                             ;18;0;0;1;17;0;0;0
Aragón                        ;44;Teruel                        ;Aguaviva                                                                                            ;411;9;3;7;177;0;0;0
Aragón                        ;44;Teruel                        ;Aguilar del Alfambra                                                                                ;50;1;0;23;24;0;0;0
Aragón                        ;44;Teruel                        ;Alacón                                                                                              ;251;20;1;0;112;0;0;0
Aragón                        ;44;Teruel                        ;Alba                                                                                                ;153;2;5;90;26;0;0;0
Aragón                        ;44;Teruel                        ;Albalate del Arzobispo                                                                              ;1.345;14;20;368;682;0;0;0
Aragón                        ;44;Teruel                        ;Albarracín                                                                                          ;635;30;24;126;183;0;0;0
Aragón                        ;44;Teruel                        ;Albentosa                                                                                           ;171;1;3;58;86;0;0;0
Aragón                        ;44;Teruel                        ;Alcaine                                                                                             ;46;2;2;4;30;6;0;0
Aragón                        ;44;Teruel                        ;Alcalá de la Selva                                                                                  ;331;6;5;85;119;0;0;0
Aragón                        ;44;Teruel                        ;Alcañiz                                                                                             ;7.847;228;109;2.343;1.450;1.401;0;0
Aragón                        ;44;Teruel                        ;Alcorisa                                                                                            ;1.980;32;43;525;698;134;0;0
Aragón                        ;44;Teruel                        ;Alfambra                                                                                            ;428;8;6;49;91;0;0;0
Aragón                        ;44;Teruel                        ;Aliaga                                                                                              ;256;11;7;52;75;0;0;0
Aragón                        ;44;Teruel                        ;Almohaja                                                                                            ;27;0;0;0;0;0;0;0
Aragón                        ;44;Teruel                        ;Alobras                                                                                             ;59;2;0;29;5;0;0;0
Aragón                        ;44;Teruel                        ;Alpeñés                                                                                             ;19;0;0;11;0;0;0;0
Aragón                        ;44;Teruel                        ;Allepuz                                                                                             ;87;0;3;40;51;0;0;0
Aragón                        ;44;Teruel                        ;Alloza                                                                                              ;409;4;12;55;185;39;0;0
Aragón                        ;44;Teruel                        ;Allueva                                                                                             ;9;1;1;1;7;0;0;0
Aragón                        ;44;Teruel                        ;Anadón                                                                                              ;21;1;1;20;0;0;0;0
Aragón                        ;44;Teruel                        ;Andorra                                                                                             ;4.445;88;112;1.275;855;1.532;0;0
Aragón                        ;44;Teruel                        ;Arcos de las Salinas                                                                                ;72;1;1;52;18;0;0;0
Aragón                        ;44;Teruel                        ;Arens de Lledó                                                                                      ;151;1;1;49;91;0;0;0
Aragón                        ;44;Teruel                        ;Argente                                                                                             ;167;2;4;104;73;0;0;0
Aragón                        ;44;Teruel                        ;Ariño                                                                                               ;596;7;5;259;319;0;0;0
Aragón                        ;44;Teruel                        ;Azaila                                                                                              ;113;0;0;0;67;0;0;0
Aragón                        ;44;Teruel                        ;Bádenas                                                                                             ;13;0;0;0;13;0;0;0
Aragón                        ;44;Teruel                        ;Báguena                                                                                             ;246;9;7;62;120;0;0;0
Aragón                        ;44;Teruel                        ;Bañón                                                                                               ;127;2;6;5;58;0;0;0
Aragón                        ;44;Teruel                        ;Barrachina                                                                                          ;96;5;1;70;4;0;0;0
Aragón                        ;44;Teruel                        ;Bea                                                                                                 ;21;3;0;16;2;0;0;0
Aragón                        ;44;Teruel                        ;Beceite                                                                                             ;401;1;11;174;164;0;0;0
Aragón                        ;44;Teruel                        ;Belmonte de San José                                                                                ;98;0;2;55;38;0;0;0
Aragón                        ;44;Teruel                        ;Bello                                                                                               ;199;6;7;64;32;0;0;0
Aragón                        ;44;Teruel                        ;Berge                                                                                               ;185;2;3;82;61;0;0;0
Aragón                        ;44;Teruel                        ;Bezas                                                                                               ;60;0;2;0;46;0;0;0
Aragón                        ;44;Teruel                        ;Blancas                                                                                             ;111;2;4;49;20;0;0;0
Aragón                        ;44;Teruel                        ;Blesa                                                                                               ;116;0;2;40;1;0;0;0
Aragón                        ;44;Teruel                        ;Bordón                                                                                              ;89;0;2;28;18;0;0;0
Aragón                        ;44;Teruel                        ;Bronchales                                                                                          ;326;4;1;144;74;0;0;0
Aragón                        ;44;Teruel                        ;Bueña                                                                                               ;40;0;5;2;23;0;0;0
Aragón                        ;44;Teruel                        ;Burbáguena                                                                                          ;183;3;2;41;36;0;0;0
Aragón                        ;44;Teruel                        ;Cabra de Mora                                                                                       ;78;1;0;42;35;0;0;0
Aragón                        ;44;Teruel                        ;Calaceite                                                                                           ;714;13;6;288;295;0;0;0
Aragón                        ;44;Teruel                        ;Calamocha                                                                                           ;2.432;52;28;752;320;0;0;0
Aragón                        ;44;Teruel                        ;Calanda                                                                                             ;2.268;43;37;803;931;0;0;0
Aragón                        ;44;Teruel                        ;Calomarde                                                                                           ;95;1;1;56;0;0;0;0
Aragón                        ;44;Teruel                        ;Camañas                                                                                             ;90;4;3;38;37;0;0;0
Aragón                        ;44;Teruel                        ;Camarena de la Sierra                                                                               ;110;0;1;72;22;0;0;0
Aragón                        ;44;Teruel                        ;Camarillas                                                                                          ;68;3;2;40;38;0;0;0
Aragón                        ;44;Teruel                        ;Caminreal                                                                                           ;475;8;4;107;136;16;0;0
Aragón                        ;44;Teruel                        ;Cantavieja                                                                                          ;470;31;14;191;166;0;0;0
Aragón                        ;44;Teruel                        ;Cañada de Benatanduz                                                                                ;40;0;1;3;0;0;0;0
Aragón                        ;44;Teruel                        ;Cañada de Verich (La)                                                                               ;71;0;5;3;18;0;0;0
Aragón                        ;44;Teruel                        ;Cañada Vellida                                                                                      ;32;2;2;26;1;0;0;0
Aragón                        ;44;Teruel                        ;Cañizar del Olivar                                                                                  ;65;1;0;3;27;0;0;0
Aragón                        ;44;Teruel                        ;Cascante del Río                                                                                    ;75;0;0;44;4;0;0;0
Aragón                        ;44;Teruel                        ;Castejón de Tornos                                                                                  ;47;2;0;1;0;0;0;0
Aragón                        ;44;Teruel                        ;Castel de Cabra                                                                                     ;93;1;3;19;62;0;0;0
Aragón                        ;44;Teruel                        ;Castelnou                                                                                           ;96;1;2;24;24;0;0;0
Aragón                        ;44;Teruel                        ;Castelserás                                                                                         ;581;13;6;239;231;0;0;0
Aragón                        ;44;Teruel                        ;Castellar (El)                                                                                      ;54;1;1;27;6;0;0;0
Aragón                        ;44;Teruel                        ;Castellote                                                                                          ;500;4;8;75;113;0;0;0
Aragón                        ;44;Teruel                        ;Cedrillas                                                                                           ;366;13;3;131;219;0;0;0
Aragón                        ;44;Teruel                        ;Celadas                                                                                             ;280;7;5;151;91;0;0;0
Aragón                        ;44;Teruel                        ;Cella                                                                                               ;1.897;41;17;867;808;66;0;0
Aragón                        ;44;Teruel                        ;Cerollera (La)                                                                                      ;70;0;4;14;57;0;0;0
Aragón                        ;44;Teruel                        ;Codoñera (La)                                                                                       ;261;3;5;0;108;0;0;0
Aragón                        ;44;Teruel                        ;Corbalán                                                                                            ;78;5;0;37;23;0;0;0
Aragón                        ;44;Teruel                        ;Cortes de Aragón                                                                                    ;54;1;0;32;22;0;0;0
Aragón                        ;44;Teruel                        ;Cosa                                                                                                ;46;2;3;31;0;0;0;0
Aragón                        ;44;Teruel                        ;Cretas                                                                                              ;416;6;6;205;54;0;0;0
Aragón                        ;44;Teruel                        ;Crivillén                                                                                           ;93;0;1;17;17;0;0;0
Aragón                        ;44;Teruel                        ;Cuba (La)                                                                                           ;42;1;0;14;26;0;0;0
Aragón                        ;44;Teruel                        ;Cubla                                                                                               ;57;3;0;32;4;0;0;0
Aragón                        ;44;Teruel                        ;Cucalón                                                                                             ;71;1;1;42;15;0;0;0
Aragón                        ;44;Teruel                        ;Cuervo (El)                                                                                         ;59;1;2;33;31;0;0;0
Aragón                        ;44;Teruel                        ;Cuevas de Almudén                                                                                   ;71;0;0;38;43;0;0;0
Aragón                        ;44;Teruel                        ;Cuevas Labradas                                                                                     ;100;1;2;51;49;0;0;0
Aragón                        ;44;Teruel                        ;Ejulve                                                                                              ;148;4;6;102;64;26;0;0
Aragón                        ;44;Teruel                        ;Escorihuela                                                                                         ;141;2;3;31;17;0;0;0
Aragón                        ;44;Teruel                        ;Escucha                                                                                             ;636;5;5;135;200;0;0;0
Aragón                        ;44;Teruel                        ;Estercuel                                                                                           ;155;5;9;42;54;0;0;0
Aragón                        ;44;Teruel                        ;Ferreruela de Huerva                                                                                ;48;3;2;4;22;0;0;0
Aragón                        ;44;Teruel                        ;Fonfría                                                                                             ;26;0;0;0;26;0;0;0
Aragón                        ;44;Teruel                        ;Formiche Alto                                                                                       ;107;1;2;34;47;0;0;0
Aragón                        ;44;Teruel                        ;Fórnoles                                                                                            ;70;1;2;38;13;0;0;0
Aragón                        ;44;Teruel                        ;Fortanete                                                                                           ;136;5;3;51;64;18;0;0
Aragón                        ;44;Teruel                        ;Foz-Calanda                                                                                         ;205;3;0;58;88;0;0;0
Aragón                        ;44;Teruel                        ;Fresneda (La)                                                                                       ;316;2;2;123;91;0;0;0
Aragón                        ;44;Teruel                        ;Frías de Albarracín                                                                                 ;105;3;2;28;46;0;0;0
Aragón                        ;44;Teruel                        ;Fuenferrada                                                                                         ;48;1;3;10;0;0;0;0
Aragón                        ;44;Teruel                        ;Fuentes Calientes                                                                                   ;80;0;3;42;37;15;0;0
Aragón                        ;44;Teruel                        ;Fuentes Claras                                                                                      ;367;25;9;0;173;0;0;0
Aragón                        ;44;Teruel                        ;Fuentes de Rubielos                                                                                 ;83;2;1;0;38;38;0;0
Aragón                        ;44;Teruel                        ;Fuentespalda                                                                                        ;221;1;7;83;39;0;0;0
Aragón                        ;44;Teruel                        ;Galve                                                                                               ;109;0;4;64;43;0;0;0
Aragón                        ;44;Teruel                        ;Gargallo                                                                                            ;82;2;1;5;0;0;0;0
Aragón                        ;44;Teruel                        ;Gea de Albarracín                                                                                   ;300;4;8;50;132;0;0;0
Aragón                        ;44;Teruel                        ;Ginebrosa (La)                                                                                      ;133;11;9;16;27;0;0;0
Aragón                        ;44;Teruel                        ;Griegos                                                                                             ;94;2;1;24;57;3;0;0
Aragón                        ;44;Teruel                        ;Guadalaviar                                                                                         ;164;4;1;61;39;0;0;0
Aragón                        ;44;Teruel                        ;Gúdar                                                                                               ;58;1;4;10;10;0;0;0
Aragón                        ;44;Teruel                        ;Híjar                                                                                               ;1.086;36;10;483;395;0;0;0
